name,family,reward,guide,guide_type,objective,replay,beta,temp,guide_source,n_traj,delivered_frac,argmax_flip_rate,sample_flip_rate,mean_total_variation,mean_KL,mean_prior_top1_gap,flip_rate_high_gap,flip_rate_low_gap,frac_states_high_gap,n_states,n_positions_reported,deepest_position_reached,ckpt
sweep-osim-base-db-replay_off-b1,sweep,osim,base,TempGainGuide,db,off,1,1.0,ema,2000,1.0,0.01026324121892367,0.00435641834718143,0.0037626851953217948,0.0066680425843928135,16.45566666942985,0.0003948667324777887,0.014488812927284028,0.7189182107021586,91589,192,156,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-db-replay_off-b1/checkpoints/epoch=4-step=469.ckpt
sweep-osim-base-db-replay_on-b1,sweep,osim,base,TempGainGuide,db,on,1,1.0,ema,2000,1.0,0.012735988766879848,0.006614815871170153,0.005338184921553727,0.006395322352838522,16.48470236182018,0.00034937947167747716,0.02289955780164245,0.7221557937230553,91159,192,122,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-db-replay_on-b1/checkpoints/epoch=4-step=474.ckpt
sweep-osim-base-rtb-replay_off-b1,sweep,osim,base,TempGainGuide,rtb,off,1,1.0,ema,2000,1.0,0.001186656704610381,0.002329363160901859,0.0013494733043353793,7.476174501354707e-05,16.324654529347544,0.0,0.008191020786647091,0.7156199182525381,91012,192,164,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-rtb-replay_off-b1/checkpoints/epoch=2-step=255.ckpt
sweep-osim-base-rtb-replay_on-b1,sweep,osim,base,TempGainGuide,rtb,on,1,1.0,ema,2000,1.0,0.001521203830369357,0.002243502051983584,0.001705673635683193,9.129886263972272e-05,16.4356595484033,0.0,0.007999375658485191,0.7195403556771546,91375,192,144,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-rtb-replay_on-b1/checkpoints/epoch=2-step=255.ckpt
sweep-osim-base-db-replay_off-b10,sweep,osim,base,TempGainGuide,db,off,10,1.0,ema,2000,1.0,0.011271009557288806,0.009853894320553664,0.008714592904987276,0.0075605615303959055,16.417754756169412,0.00047356441239822185,0.03386913840979311,0.7191145776117763,91030,192,96,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-db-replay_off-b10/checkpoints/epoch=4-step=469.ckpt
sweep-osim-base-db-replay_on-b10,sweep,osim,base,TempGainGuide,db,on,10,1.0,ema,2000,1.0,0.02920981045981046,0.016793173043173043,0.015220079186718152,0.010678009399736121,16.426975444079535,0.0003354067569215758,0.05900062558648733,0.7194629694629695,91168,192,111,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-db-replay_on-b10/checkpoints/epoch=4-step=479.ckpt
sweep-osim-base-rtb-replay_off-b10,sweep,osim,base,TempGainGuide,rtb,off,10,1.0,ema,2000,1.0,0.008023047235962385,0.012034570853943577,0.010702278124272468,0.0033834396336115398,16.306331454807502,0.0,0.0426211835367497,0.7176387454476273,91985,192,113,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-rtb-replay_off-b10/checkpoints/epoch=2-step=237.ckpt
sweep-osim-base-rtb-replay_on-b10,sweep,osim,base,TempGainGuide,rtb,on,10,1.0,ema,2000,1.0,0.007088618706930606,0.010720712812184523,0.00904575685693847,0.002207739522361605,16.37538216465974,0.0,0.0379579626248106,0.717563534214107,91132,192,139,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-base-rtb-replay_on-b10/checkpoints/epoch=2-step=210.ckpt
sweep-osim-hidden-db-replay_off-b1,sweep,osim,hidden,HiddenGuide,db,off,1,1.0,ema,2000,1.0,0.01460567962018639,0.007627044135748198,0.006351387020272996,0.02665374696543793,16.492052495594873,0.0014007947987880079,0.02378036737112384,0.7217887286794443,90992,192,90,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-db-replay_off-b1/checkpoints/epoch=4-step=430.ckpt
sweep-osim-hidden-db-replay_on-b1,sweep,osim,hidden,HiddenGuide,db,on,1,1.0,ema,2000,1.0,0.017434004548001186,0.009513451757132342,0.008539533481294773,0.03398478268025199,16.485731696481164,0.00172440103769266,0.029530569826267696,0.7198804776499796,91029,192,101,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-db-replay_on-b1/checkpoints/epoch=4-step=449.ckpt
sweep-osim-hidden-revkl-replay_off-b1,sweep,osim,hidden,HiddenGuide,revkl,off,1,1.0,ema,2000,1.0,0.008676693559989818,0.0026118618369357104,0.0016884118632568392,8.210274476823037e-05,16.405469835325004,0.0,0.00931627980420022,0.7196454065540024,90357,192,101,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-revkl-replay_off-b1/checkpoints/epoch=3-step=386.ckpt
sweep-osim-hidden-rtb-replay_off-b1,sweep,osim,hidden,HiddenGuide,rtb,off,1,1.0,ema,2000,1.0,0.0033493778142537098,0.005134973271521416,0.003885714311423303,0.0005449301164874077,16.396682538339537,0.0,0.018149745197961583,0.7170773905906883,90166,192,85,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-rtb-replay_off-b1/checkpoints/epoch=2-step=287.ckpt
sweep-osim-hidden-rtb-replay_on-b1,sweep,osim,hidden,HiddenGuide,rtb,on,1,1.0,ema,2000,1.0,0.0047929279634991665,0.006756163902781434,0.005931531801627344,0.0012396000347874231,16.494627696271003,0.0,0.024273948851322065,0.7216701763622005,91176,192,93,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-rtb-replay_on-b1/checkpoints/epoch=4-step=486.ckpt
sweep-osim-hidden-db-replay_off-b10,sweep,osim,hidden,HiddenGuide,db,off,10,1.0,ema,2000,1.0,0.014953701672005968,0.012364506078026945,0.011452156826762077,0.03231177490160881,16.403095294285947,0.0015715593530668294,0.03998750390502968,0.7190503357177338,91148,192,135,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-db-replay_off-b10/checkpoints/epoch=4-step=457.ckpt
sweep-osim-hidden-db-replay_on-b10,sweep,osim,hidden,HiddenGuide,db,on,10,1.0,ema,2000,1.0,0.013273995086969453,0.0121393714405314,0.010961814835467197,0.017605429534145425,16.366767110509315,0.0008295313148071339,0.04080679074838408,0.7170931603124071,90779,192,174,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-db-replay_on-b10/checkpoints/epoch=4-step=426.ckpt
sweep-osim-hidden-revkl-replay_off-b10,sweep,osim,hidden,HiddenGuide,revkl,off,10,1.0,ema,2000,1.0,0.018262075646162654,0.015543128880278279,0.01400266603307736,0.007619757731567094,16.376766152995188,0.0,0.05508524168064604,0.7178349698384043,90844,192,123,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-revkl-replay_off-b10/checkpoints/epoch=4-step=413.ckpt
sweep-osim-hidden-rtb-replay_off-b10,sweep,osim,hidden,HiddenGuide,rtb,off,10,1.0,ema,2000,1.0,0.005507123586988027,0.0076029519966110005,0.006487277198615864,0.0010601543450240692,16.366620327849013,1.551638530287984e-05,0.026966025184129248,0.7184678156562841,89702,192,125,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-rtb-replay_off-b10/checkpoints/epoch=1-step=142.ckpt
sweep-osim-hidden-rtb-replay_on-b10,sweep,osim,hidden,HiddenGuide,rtb,on,10,1.0,ema,2000,1.0,0.017494017504944438,0.02498989258826229,0.02298777816169643,0.01847281576572355,16.47143662923496,0.00033310621545915665,0.08892116834170855,0.7216691980724893,91517,192,128,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-hidden-rtb-replay_on-b10/checkpoints/epoch=4-step=496.ckpt
sweep-osim-tempgain-db-replay_off-b1,sweep,osim,tempgain,TempGainGuide,db,off,1,1.0,ema,2000,1.0,0.007782442371562298,0.002773180169021495,0.0021596725597297045,0.002906657777371823,16.468490531969806,0.00015227189669874528,0.009507414218083649,0.719843035810196,91231,192,142,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-tempgain-db-replay_off-b1/checkpoints/epoch=4-step=499.ckpt
sweep-osim-tempgain-db-replay_on-b1,sweep,osim,tempgain,TempGainGuide,db,on,1,1.0,ema,2000,1.0,0.004483558436081547,0.0032072979901672455,0.0024444008708705608,0.002285500736407191,16.37830924530573,0.0001544974198930878,0.010992474685788583,0.718323770628253,90107,192,114,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-tempgain-db-replay_on-b1/checkpoints/epoch=4-step=474.ckpt
sweep-osim-tempgain-db-replay_off-b10,sweep,osim,tempgain,TempGainGuide,db,off,10,1.0,ema,2000,1.0,0.014980857792820285,0.01036453420629196,0.00829852007413174,0.003762648181310342,16.509239554488552,0.00015397407076648292,0.03671182804243315,0.7207013260833379,90115,192,124,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-tempgain-db-replay_off-b10/checkpoints/epoch=4-step=493.ckpt
sweep-osim-tempgain-db-replay_on-b10,sweep,osim,tempgain,TempGainGuide,db,on,10,1.0,ema,2000,1.0,0.014834448886859485,0.007695648784399327,0.0056037105737496385,0.0017195999862380858,16.322684307429554,0.0,0.027116116626770787,0.7161965007628827,89791,192,120,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-osim-tempgain-db-replay_on-b10/checkpoints/epoch=4-step=469.ckpt
sweep-peri-base-db-replay_off-b1,sweep,peri,base,TempGainGuide,db,off,1,1.0,ema,2000,1.0,0.0011340341082566405,0.0005015920094212065,0.00036861193396686925,3.772011482350405e-06,16.47554152016135,0.0,0.0017832913355301414,0.7187268286299996,91708,192,132,/workspace/quetzal/logs/quetzal-gfn/legit/sweep-peri-base-db-replay_off-b1/checkpoints/epoch=4-step=497.ckpt
