rank,oracle_call,score,smiles
1,31140,0.844611,NS(=O)(=O)c1cc(NC(=O)CN2CCN(c3ncccn3)CC2)cc2ccccc12
2,25878,0.831572,COc1cc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)c(=O)n(C)c(=O)n4C)CC2)cc(OC)c1
3,35822,0.830336,NS(=O)(=O)c1ccc(CCNC(=O)CN2CCN(c3ncc4ccccc4n3)CC2)cc1
4,24180,0.824179,NS(=O)(=O)c1cccc(NC(=O)C/[S+]=c2\nc3ccccc3c([O-])n2CCCN2CCOCC2)c1
5,34396,0.820392,NS(=O)(=O)c1cccc(NC(=O)COc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)c1
6,33791,0.820005,NS(=O)(=O)c1ccc(N2CCN(CCO)CC2)c(NC(=O)COc2ccccc2Cl)c1
7,34013,0.818341,NS(=O)(=O)c1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1
8,11542,0.813953,N[c-]1[c+]([NH+]2CCN([C-]([O-])[c+]3[cH-][c+]4[cH-][cH+][cH-][cH+][c-]4o3)CC2)[n-][c+]2s[c+](-[c+]3[cH-][cH+][cH-]s3)[n-]n21
9,31106,0.813183,NCn1c(SCC(=O)Nc2ccc(C(N)=O)cc2)nc2ccccc2c1=O
10,29107,0.812407,NS(=O)(=O)c1cccc(NC(=O)CN2CCN(c3ncccn3)CC2)c1
11,31420,0.812407,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1
12,34284,0.810558,NS(=O)(=O)c1ccc(N2CCN(C(=O)Cn3c(=O)oc4c[c-]ccc43)CC2)nc1.[H+]
13,34737,0.806634,NS(=O)(=O)c1ccc(NC(=O)C/[S+]=c2\nc3ccccc3c([O-])n2C[C@H]2CCCO2)cc1
14,15140,0.806076,NS(=O)(=O)c1ccc(NC(=O)CS(=O)(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1
15,26152,0.804923,Nn1c(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2ccccc2c1=O
16,28712,0.804923,Nn1c(SCC(=O)Nc2cccc(S(N)(=O)=O)c2)nc2ccccc2c1=O
17,31009,0.804859,NS(=O)(=O)c1ccc(N2CCN(CC(=O)NCCSc3ccccc3)CC2)nc1
18,13010,0.804630,Nn1c(SCC(=O)N2CC(=O)Nc3ccccc32)nnc1-c1cccnc1
19,20651,0.803428,NS(=O)(=O)c1ccc(O)c(NC(=O)CN2CCN(c3ccccc3)CC2)c1
20,26327,0.803428,NS(=O)(=O)c1ccc(-n2c(CN3CCOCC3)nc3ccccc3c2=O)cc1
21,8695,0.803290,Cn1c(=O)n(CC(=O)Nc2ccc(C(=O)O)cc2)c(=O)c2ccccc21
22,19712,0.802584,COc1ccc(NC(=O)N2CCN(c3ccccn3)CC2)cc1S(N)(=O)=O
23,22375,0.802288,NS(=O)(=O)c1cccc(NC(=O)COc2ncnc3ccccc23)c1
24,27007,0.802288,NS(=O)(=O)c1ccc(NC(=O)COc2ncnc3ccccc23)cc1
25,18141,0.802040,NS(=O)(=O)c1cccc(NC(=O)Cn2ncc3c4ccccc4n(CC(=O)O)c3c2=O)c1
26,31834,0.802040,NS(=O)(=O)c1ccc(N2CCN(CC(=O)NC[C@H]3COc4ccccc4O3)CC2)nc1
27,16940,0.801728,COc1cc(S(=O)(=O)N2CCOCC2)ccc1NS(=O)(=O)c1cccc2nonc12
28,21671,0.800663,NC(=O)NCC[C@H](Cc1ccccc1)NC(=O)CCN1CCN(c2ncccn2)CC1
