rank,oracle_call,score,smiles
1,18546,0.515877,CCCN(C(=O)Cn1cc(C(=O)O)c2ccccc21)[C@](C)(CC)C(=O)NC1CCCC1
2,12655,0.509748,CC[C@@H](NC(=O)[C@@H](C)NC(=O)c1cnc2c(C)cccn2c1=O)C(=O)NC1CCCCC1
3,14597,0.507300,CCOC(=O)CN(C(=O)Cn1nnc(-c2ccc3c(c2)OCO3)n1)[C@H](CC)C(=O)NC1CCCC1
4,16647,0.484612,O=C(OCC1CCCCC1)c1oc2ccccc2c1NC(=O)[C@@H]1[C@@H](C(=O)O)[C@H]2C=C[C@@H]1C2
5,2088,0.481046,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC)NC(=O)c1cc(C)no1
6,8372,0.475191,COCCn1cnc2c1c(=O)n(CC(=O)NC1CCCCC1)c(=O)n2CC(C)C
7,4744,0.474137,CSCC[C@@H](N)C(=O)N1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CC1
8,16683,0.473286,O=C(COC(=O)[C@H]1CCCC[C@H]1C(=O)O)c1cccc(NC(=O)c2ccco2)c1
9,8382,0.470438,Cn1c(=O)c2c(ncn2CC(=O)OCC(=O)NC2CCCCCC2)n(C)c1=O
10,7727,0.469545,COC(=O)[C@@H](Cc1ccccc1)NCc1cccn1CC(=O)NC1CCCCC1
11,9864,0.469545,CCOC(=O)C[C@@H]1CCCCN1C(=O)c1ccc2nc(C3CCCCC3)oc2c1
12,38370,0.466628,CCOC(=O)C1CCN(C(=O)CCC(=O)Nc2cccc3ncccc23)CC1
13,4807,0.465891,CCOc1ccc(N(CC(=O)NC2CCCC2)C(=O)CNC(=O)c2cccs2)cc1
14,3152,0.462910,COC[C@@H](C(=O)NC1CCCCC1)N(C(=O)CCC(=O)Nc1ccccn1)c1cc(C)ccc1C
15,13276,0.461266,CSc1ccc(OCc2ccccc2)c(NC(=O)[C@@H](CCC(=O)NC2CCCCC2)NC(N)=O)c1
16,3207,0.460977,Cn1c(CCNC(=O)[C@H](CC(=O)O)NC(=O)C2CCCCC2)nc2cc(NC(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)ccc21
17,13519,0.459763,O=C(COC(=O)CNC(=O)C1CCCCC1)Nc1cccc2ccccc12
18,16575,0.459221,COc1cc(C(=O)NC(C)C)ccc1OC(=O)CCC(=O)N(CC(=O)NC1CCCCC1)c1ccccc1
19,6651,0.456832,O=C(c1ccccc1)c1c[nH]c(C(=O)N2CCCC[C@@H]2C(=O)O)c1
20,1484,0.456070,CCN(CC)C[C@@H](C)OC(=O)c1oc2ccccc2c1CSC1CCCCC1
21,23797,0.456070,CCCNC(=O)c1cn(C)c2ccc(S(=O)(=O)N(C)C3CCCCC3)cc2c1=O
22,16268,0.455420,CCCCn1c(SCC(=O)NNC(=O)COc2ccc(C)cc2)nnc1C1CCCCC1
23,17421,0.454545,O=C(O)C[C@@H](NC(=O)CCC1CCCCC1)c1cccc2ccccc12
24,21935,0.454369,CN(Cc1ccccc1)Cc1nnc([C@@H](CC(=O)OC2CCCC2)NC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)o1
25,1080,0.453513,COC(=O)CC[C@@H](C(=O)NC1CCCCC1)N(C(=O)c1ccccc1)c1cccc(C(=O)OC)c1
26,10050,0.450988,O=C(NCCc1cc2ccccc2nc1Cl)[C@H]1CCCC[C@H]1C(=O)O
27,37404,0.450988,CCOC(=O)c1c(NC2CCCC2)nc(=S)n(-c2ccccc2)c1C
28,3846,0.450564,CCOc1ccc(CN2C(=O)c3ccccc3[C@@H]2C(=O)NCC2CCCCC2)cc1O
29,15850,0.450564,CCOC(=O)N1CCC(NC(=O)CS(=O)(=O)Cc2nc(-c3ccc(C)cc3)oc2C)CC1
30,1286,0.449171,CCCC(=O)Nn1c(C2CCCCC2)nc2ccccc2c1=O
31,3013,0.447214,COCCN(CC(=O)NC1CCCC1)C(=O)CNC(=O)c1sc2ccccc2c1Cl
32,3494,0.447214,CCOC(=O)COc1cccc2c(=O)n(CC(=O)N3CCC(C)CC3)ccc12
33,18582,0.447214,Cn1c(=O)c2c(ncn2CCC(=O)NC2CCCCC2)n(C)c1=O
34,16586,0.445566,CCOC(=O)N1CCC(NC(=O)CS(=O)(=O)Cc2nc(-c3ccc(OC)cc3)oc2C)CC1
35,9403,0.445503,O=C(NCCO)C(=O)N(Cc1ccco1)[C@H](C(=O)NC1CCCC1)c1ccncc1
36,11905,0.445503,COc1cccc(N(CC(=O)NC2CCCC2)C(=O)CCC(=O)Nc2nccs2)c1
37,8008,0.445435,CCOC(=O)C1CCN(C(=O)COC(=O)c2ccc(-c3ccccc3)[nH]2)CC1
