rank,oracle_call,score,smiles
1,7033,0.497996,C[C@H](NC(=O)c1nc[nH]c1C(=O)N(C)C1CCCCC1)C(=O)OCc1ccccc1
2,7569,0.492805,CC(C)[C@@H](C(=O)NCCC[C@H](CCC(=O)NC1CCCCC1)C(=O)O)n1[nH]c(=O)c2ccccc2c1=O
3,4621,0.480982,COc1ccc(OC[C@@H](C(=O)OCc2cccs2)C(=O)O[C@H](C)C(=O)NC2CCCC2)cc1
4,3254,0.476731,CC(C)[C@@H](C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)CCC(=O)Nc1nccs1
5,8858,0.466252,CCOc1cccc(N[C@@H]2CCCN(C(=O)[C@H](Cc3ccccc3)NC(=O)OCC(C)C)C2)c1
6,9426,0.464758,CCOC(=O)C1CCN(CC(=O)Nc2c(C(=O)OC)[nH]c3cccc(Cl)c23)CC1
7,7925,0.462321,CCOc1cccc(C(=O)N2CCC(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)CC2)c1
8,5574,0.462250,CCOC(=O)[C@@H](CC(=O)O)NC(C)(C)[C@@H](O)c1cccc2ccccc12
9,9141,0.460857,CCC(=O)c1cn(CC(=O)NC2CCCCC2)c2ccccc12
10,1304,0.455200,CCOC(=O)[C@@H](CC)Sc1ncnc2c1nc1n2CCCC1
11,3865,0.453743,CCO[C@H]1OC(C(=O)NCc2nc3ccccc3[nH]2)=C[C@@H](C2CCCCC2)[C@@H]1CCCO
12,8223,0.452084,Cc1ccc(N2CCN(C(=O)c3ccccc3NC(=O)[C@@H]3CCCC[C@H]3C(=O)O)CC2)cc1
13,1990,0.449171,CCOC(=O)C/[S+]=c1\nc2ccccc2c([O-])n1C1CCCC1
14,235,0.448879,COc1ccc(C(=O)C(=O)NC2CCCCC2)cc1CN(Cc1ccc(Cl)cc1)C(C)=O
15,8473,0.447214,CCOC(=O)[C@@H](Cc1ccc(NC(C)=O)cc1)NC(=O)c1ccccc1
16,7741,0.443678,CCOC(=O)[C@H](C)N[C@H](C)C(=O)NC[C@@H](Cc1ccccc1)c1ccc(F)cc1
17,9033,0.442141,COc1ccccc1N(C(=O)CNC(C)=O)[C@H](C(=O)NC1CCCC1)c1ccccc1
18,6606,0.441942,CCOC(=O)[C@H]1CCCN(C(=O)CCCOc2cc(=O)n(C)c3ccccc23)C1
19,4308,0.440732,CSC[C@@H](NC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1)C(=O)OCC(=O)c1ccc(F)cc1
20,7091,0.439298,O=C(O)Cn1c(=O)[nH]c2ccc(OC3CCCCC3)cc2c1=O
21,9298,0.438854,Cc1ccc(NS(=O)(=O)c2ccc(O[C@H](C)C(=O)NCCC3CCCCC3)cc2)c(C)c1
22,829,0.438178,CCOc1ccc(-c2noc(CCC(=O)NC3CCCCC3)n2)cc1OC
23,9063,0.437798,C[C@@H](OC(=O)c1ccc(-c2nnco2)cc1)C(=O)NC1CCCCC1
24,2987,0.435985,CCOC(=O)c1cnn(Cc2ccccc2C(=O)O)c1NC(=O)C(C)(C)C
25,8632,0.435494,O=C(COC(=O)c1cccc(-n2cnnn2)c1)NC1CCCC1
26,764,0.435194,CC(C)OC(=O)c1cc(Cl)c(=O)n(Cc2ccc(S(=O)(=O)NC3CCCCC3)cc2)c1
27,5180,0.435194,C[C@@H](NC(=O)C1=CCCCC1)C(=O)OCC(=O)Nc1ccc2c3c(cccc13)CC2
