rank,oracle_call,score,smiles
1,8836,0.476331,CCCNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1
2,3706,0.468521,O=C(O)C[C@H](NC(=O)C1CCCCC1)C(=O)NC(=O)c1cc2ccccc2s1
3,1039,0.467426,CCC(=O)n1nc(-c2ccco2)nc1S[C@@H](C)C(=O)NC1CCCCC1
4,3701,0.467426,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)O)c1cccs1
5,7502,0.463547,COc1ccc2oc(C(=O)OCC(=O)NC(=O)NC3CCCC3)c(C)c2c1
6,4311,0.462910,CCOC(=O)[C@H]1CCCN(C(=O)CNC(=O)Cn2ccc3ccccc3c2=O)C1
7,6499,0.461266,CCOc1cc(CNC(=O)/C(=C\c2ccco2)NC(=O)C2CCCCC2)cc(OCC)c1OCC
8,6252,0.459639,CCOC(=O)N1CCC(NC(=O)[C@H]2CCC[C@@H](NC(=O)c3ccc(Nc4nccs4)cc3)C2)CC1
9,6968,0.453298,COCCNC(=O)[C@@H](c1ccc(C(F)(F)F)cc1)N(C(=O)C(=O)NC1CCCC1)c1ccc(C(C)C)cc1
10,2455,0.452911,COc1ccc2c(C[C@@H](C)NC(=O)C3CCCCC3)[n+](C)n([O-])c2c1
11,7395,0.452084,CC(=O)N(c1cnc(C2CC2)n1CCCOc1ccccc1)[C@H](O)C(=O)NC1CCCCC1
12,7029,0.450694,CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)NC1CCCCC1
13,6212,0.448879,O=C(O)c1ccccc1C(=O)NCC[C@@H](OCc1ccccc1)OCC1CCCCC1
14,450,0.447214,CCCc1cc(=O)oc2c3c(cc(OCC(=O)NC4CCCC4)c12)OC(C)(C)CC3
15,6586,0.445625,CC(C)NCC[C@@H](Cc1ccccc1)C(=O)Nc1cc(S(=O)(=O)N(C)C2CCCCC2)ccc1Cl
16,6288,0.443937,CCc1ccccc1N(C(=O)CNS(=O)(=O)c1ccccc1)[C@H](CC)C(=O)NC1CCCC1
17,6318,0.443533,CCOc1ccc2c(CCC(=O)NCC3CCCCC3)cc(=O)oc2c1
18,488,0.441492,CCCSc1nnc(CNC(=O)c2cccs2)n1C1CCCCC1
19,5314,0.440488,CCOC(=O)C1CCN(C(=O)CS(=O)(=O)Cc2nc(-c3cccc(OC)c3)oc2C)CC1
20,6466,0.439298,CCOC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NC1CC1
21,6662,0.439298,CCOC(=O)[C@H]1CCCN(C(=O)c2ccc3nc(C)sc3c2)C1
22,809,0.437384,COC(=O)[C@H](OC)n1cnc2c(NC3CCCCC3)ncnc21
23,923,0.436931,CC(C)C(=O)Nc1ccc2nn(C3CCCCC3)nc2c1
24,7650,0.436436,CCOC(=O)CNC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
25,5033,0.435494,CCCC(=O)n1nc(C2CCCCC2)nc1SCc1cccs1
26,7561,0.431517,Cc1ccc([C@@H](C(=O)NC2CCCCC2)N(C[C@H]2CCCO2)C(=O)CNC(=O)c2ccco2)cc1
27,2200,0.429970,CCCC(=O)Nc1ccc2c(c1)nc1n2CCN(C2CCCC2)C1
28,7466,0.429970,CCOc1ccc(-n2nnnc2SCC(=O)NC2CCCC2)cc1
29,1815,0.429669,C[C@H](NC(=O)c1ccccc1NC(=O)CN(C)C1CCCCC1)c1ccccc1
30,1426,0.429198,CCOC(=O)[C@@H]1CCCN(C(=O)c2cc[c-]c3n[s+]n[c-]23)C1.[H+]
31,1812,0.427247,Cc1cccc([C@@H](CNC(=O)c2ccccc2)OC(=O)C2CCCCC2)c1
32,6754,0.427247,CCCCn1c(CN2CCN(C(=O)OCC)CC2)nc2c1c(=O)[nH]c(=O)n2C
33,4913,0.423451,CCOc1ccc(CC[C@@](O)(NC(=O)c2ccc3c(c2)OCO3)C(=O)N[C@H](CC(C)C)C(=O)O)cc1
34,6270,0.422857,COc1cc(/C=N/NC(=O)C(C)(C)C)ccc1OCc1ccc(C(=O)NNC(=O)NC2CCCCC2)cc1
35,8819,0.422249,C[C@H](OC(=O)c1cccs1)C(=O)N(CC#Cc1ccccc1)CC1CCCC1
36,2059,0.421860,CCN(C(=O)c1cc2cc(OC)ccc2oc1=O)C1CCCCC1
37,5782,0.421637,CCOC(=O)[C@@H]1CCCN(C(=O)CCCN2C(=O)c3cccc4cccc(c34)C2=O)C1
38,1704,0.420084,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)[C@@H](C)OC(C)=O
39,7836,0.419591,CCOC(=O)C1CCN(C(=O)[C@H]2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)CC1
40,8023,0.419591,[CH2-][C@@H]1c2[nH]c3ccccc3c2CCN1C(=O)/C=[N+](\CC(=O)OCC)C(=O)C[C@@](C)(N)C(=O)OCC
41,2867,0.419524,O=C(c1ccc(OC[C@@H](O)CNCC2CCCCC2)cc1)c1cccs1
42,3326,0.419524,CCOC(=O)c1c(NC(=O)C/[S+]=c2\nc(C)cc([O-])[nH]2)sc2c1CCCC2
43,5941,0.418854,Cc1cc(C)n2nc(SCC(=O)NC3CCCCC3)nc2n1
44,2311,0.418330,COc1ccc(NCC[C@H](O)c2nccn2C2CCCCC2)cc1
