rank,oracle_call,score,smiles
1,5918,0.529150,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C(=O)NC2CCCCC2)nn1
2,6396,0.491869,C[C@@H](NC(=O)c1nc[nH]c1C(=O)NC1CCCCC1)C(=O)OCc1ccccc1
3,1211,0.487122,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)[C@H]1CC[C@H]2CCCCN21
4,1469,0.471405,CCOC(=O)c1[c-]nc(-n2nc(C)cc2C)nc1NC1CCCCC1.[H+]
5,5802,0.462910,COC(CNC(=O)CN(C(=O)Cn1nc(C)c2ccccc21)C1CCCC1)OC
6,9163,0.462910,CCOC(=O)c1c(C)nn(S(=O)(=O)/C=C/c2ccccc2)c1NC1CCCCC1
7,13525,0.461644,NC(=O)N[C@H](Cc1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)N1CCC[C@@H]1C(=O)O
8,8347,0.460566,CC(C)c1ccc(C(=O)N(NC(=O)C2CCCC2)[C@@H](Cc2cccs2)C(=O)N(C)C)cc1
9,1668,0.457905,CCOC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)CCN1CCC[C@H](C)C1
10,3377,0.455733,CC[C@H](C(=O)NC1CCCC1)N(C(=O)CCC(=O)Nc1nccs1)c1ccccc1
11,15,0.454859,CCN(CC)C(=O)Cn1c(NC2CCCCC2)nc2ccccc21
12,7395,0.454859,O=C(O)[C@@H]1CCCC[C@H]1C(=O)NCCc1cccc2ccccc12
13,1294,0.454257,CCCn1nnnc1SCC(=O)Nc1ccccc1C(=O)NC1CCCCC1
14,4936,0.450694,CNCC[C@H](C)CN(C(=O)COc1ccc2ccc(=O)oc2c1)C1CCCCC1
15,3883,0.450443,CCOC(=O)N1CCC(NC(=O)c2cc(C(=O)Nc3ccccc3C(=O)O)ccc2CO)CC1
16,58,0.449171,CCOC(=O)[C@@H](CC(=O)c1ccccc1)n1ncc(C(C)=O)c1C
17,955,0.447214,CCOC(=O)c1sc2nc(CCC(=O)N3CCCCC3)[nH]c(=S)c2c1C
18,7704,0.445362,COCCn1c(=O)c(CC(=O)N[C@H]2CCCC[C@@H]2C)nc2ccccc21
19,4079,0.443533,CCOC(=O)c1c(CC(=O)N2CCCCC2)oc2cccc(S(C)(=O)=O)c12
20,1884,0.443375,CCOC(=O)[C@@H]1CCCCN1Cc1cn[nH]c1-c1ccccc1O
21,11402,0.443375,C[C@H](NC(=O)c1ccc2ccccc2c1)C(=O)NC1CCCCC1
22,5700,0.441492,CCOC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3n2C)CC1
23,7303,0.440959,COC(=O)[C@H](C)NCC(=O)N1CC[C@H](CC(C)C)[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1
24,1440,0.440488,Cc1ccc(CN(CC(=O)NC2CCCCC2)C(=O)CCC(=O)Nc2nccs2)cc1
25,3186,0.439941,CCOc1ccc2[nH]c(=O)c(/C(CC3CCCCC3)=N/NC(N)=O)cc2c1
26,4414,0.439941,O=C(Nc1ccccc1C(=O)O)c1ccc(NC(=O)C2CCCCC2)cc1
27,2230,0.439633,CCOC(=O)[C@@H](CC(=O)c1ccccc1)Nc1ccccc1OCC
28,2399,0.439633,CCOC(=O)[C@@H](c1cc(=O)c2ccc(OC)cc2o1)N1CCCCC1
29,4868,0.438178,Cc1nnc(SCC(=O)Nc2nccs2)n1C[C@H](O)COC1CCCCC1
30,9020,0.437798,CCOc1ccc(C(C)=O)cc1CSc1nnn(C2CCCCC2)n1
31,9862,0.436852,COc1ccccc1N(CC(=O)NC1CCCC1)C(=O)CNC(=O)c1ccc(Cl)s1
32,9363,0.436436,O=C(CCc1cnn(C2CCCCC2)c1)NNC(=O)COc1ccccc1
