rank,oracle_call,score,smiles
1,4316,0.498117,CCOC(=O)N1CCC(NC(=O)[C@@H](CC(C)C)NC(=O)Cn2ccc3ccccc3c2=O)CC1
2,2731,0.487122,CCOC(=O)[C@@H]1CCCCN1C(=O)CCc1c(C)nc2cc(C)nn2c1C
3,1286,0.479749,C[C@@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O)N1C(=O)[C@H]2CCCC[C@H]2C1=O
4,8018,0.472252,CCCCN(C(=O)CCC(=O)Nc1cc(C)on1)[C@H](C(=O)NC1CCCC1)c1cccc(OC)c1
5,1267,0.455733,CCOC(=O)c1cc(-c2ccccc2)nc(SCC(=O)NC2CCCCC2)c1C#N
6,2051,0.454859,CCn1c(SCC(=O)NC2CCCC2)nc2c1c(=O)n(C)c(=O)n2C
7,5386,0.450225,NCCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC1CCCC1)C(=O)NN
8,6258,0.447214,COCCN(C(=O)CCC(=O)Nc1nccs1)[C@H](C(=O)NC1CCCC1)c1ccc(OC)cc1
9,2586,0.444053,COC(=O)CN(C(=O)CCC(=O)Nc1nccs1)[C@@H](C(=O)NC1CCCC1)c1ccc(OC)cc1
10,1386,0.443533,CCN(CC)C(=O)c1[nH]cnc1C(=O)N[C@H](C)C(=O)OCc1ccccc1
11,220,0.443375,CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NC1CCCCC1
12,1298,0.437384,NC(=O)c1cn(CC(=O)NCC2CCCCC2)c2ccccc12
13,153,0.434714,CCOC(=O)[C@@H](CCCn1c(=O)c(=O)n(C)c2cncnc21)C(=O)NCCOC
14,452,0.433555,CCOC(=O)[C@@H]1CCCN(c2c(NCCCN(CC)c3cccc(F)c3)c(=O)c2=O)C1
15,1001,0.432426,O=C(NNC(=O)C1CCCCC1)c1ccc(OC(=O)c2cccs2)cc1
16,1764,0.432426,CCOC(=O)c1c(C)c(C(=O)N[C@@H](C)C(=O)Nc2cccc(F)c2)c(C)n1C
17,647,0.431934,CCOC(=O)C1CCN(C(=O)CCc2nnc(Cc3ccc(OC)c(OC)c3)o2)CC1
18,6646,0.430946,NS(=O)(=O)c1ccc(NC(=O)COC(=O)CNC(=O)c2ccc(C3CCCCC3)cc2)cc1Cl
19,358,0.430678,CCOC(=O)[C@@H]1CCCN(c2c(NCCc3ccc(Cl)cc3)c(=O)c2=O)C1
20,167,0.429970,CCOC(=O)Cn1c(CO)nc2cc(S(=O)(=O)N3CCCC3)ccc21
21,3522,0.428174,C[C@@H]1CCCC[C@H]1NC(=O)[C@@H](C)Sc1nnnn1-c1ccc(O)cc1
22,1977,0.424650,CCc1cccc(OCc2cc(C(=O)NCC3CCCCC3)no2)c1
23,118,0.424094,COc1ccc(N2CCOCC2)cc1NC(=O)COC(=O)[C@@H](NC(=O)c1ccco1)C(C)C
24,1631,0.424094,Cc1ccc(N(CC(=O)NC2CCCC2)C(=O)C[S@@+]([O-])CC(=O)Nc2ccc(F)cc2)cc1
25,3678,0.423659,CCn1c(SCC(=O)NC2CCCCC2)nnc1-c1cccs1
26,3628,0.422249,COc1ccc(OC(=O)Nc2nnc(CC(=O)NCC3CCCCC3)s2)cc1
27,2049,0.421637,COc1ccc(/C(C)=N/NC(=O)c2cccc(C(=O)NC3CCCCC3)n2)c(OC)c1
28,757,0.421464,COc1ccc(-c2noc(N3CCC(C(=O)NCCC(C)C)(C(=O)NC[C@H]4CC[C@H](C)CC4)CC3)n2)cc1
29,2312,0.419524,CCCN1Cc2cccc(C(=O)Nc3ccc(C(=O)OCC)cc3)c2C1=O
30,2110,0.418854,Cc1cc(C)n2nc(SCC(=O)NC3CCCCC3)nc2n1
31,344,0.418330,CCOC(=O)N[C@H](C(=O)Nc1ccc2c3c(cccc13)CC2)C(C)C
32,6474,0.418121,NS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NC3CCCCC3)cc2)c(NC(=O)CCC(=O)O)c1
33,1301,0.417855,CCOc1ccc(C(=O)[C@H]2CCCN(C(=O)CCn3cnnn3)C2)c(C)c1
34,2285,0.417855,CC(=O)Nc1nn(Cc2ccccc2Cl)cc1C(=O)NC1CCCCCC1
35,6302,0.417029,N#Cc1c(NC(=O)[C@@H]2C[C@H](O)CN2C(=O)CNC(=O)c2ccccc2)sc2c1CCCC2
36,2042,0.416333,[CH2-]CC/C=[O+]\C(=O)N=c1cc[c-](C(=O)N2CCC(n3nccc3NC(=O)C3CCCCC3)CC2)cc1.[H+]
37,1306,0.416207,CCC[C@H](CCC(=O)Nc1ccc(NC(=O)c2ccccc2C)cc1)C(=O)O
38,5030,0.416207,O=C(CC1CCCC1)NNC(=O)c1nn2c(c1Cl)N[C@@H](c1cccs1)CC2
39,2280,0.414039,COc1cccc(/[C-]=N/n2c(SCC(=O)NC3CCCCC3)nnc(C(C)(C)C)c2=O)c1O.[H+]
40,3317,0.414039,O=C(NC1CCCCC1)c1ccccc1NC(=O)[C@H]1CC(=O)N(CCc2ccccc2)C1
41,1436,0.413449,CCOC(=O)c1[nH]c2ccccc2c1NC(=S)N1CCCCC1
42,1406,0.413197,COCCn1c(SCC(=O)NC2CCCC2)nnc1-c1ccncc1
43,2814,0.410264,CCOC(=O)[C@@H](C)n1ncn2cccc2c1=O
44,2471,0.410152,CCCn1nc(C(=O)OCC)c2c(C)sc(N)c2c1=O
45,593,0.409804,CCOC(=O)c1cccc(NC(=O)[C@@H]2CC(=O)N(CCc3ccc(C)cc3)C2)c1
46,3831,0.409804,O=C(NC1CCCCC1)N1CCN(CCC(=O)n2cnc3ccccc32)CC1
47,7,0.408248,COc1cccc(-c2nnn(CC(=O)NC3CCCC3)n2)c1OC
48,32,0.408248,CN(C)CCCN(C(=O)C1CCCCC1)c1nc2ccccc2s1
49,1928,0.406838,COc1cc(C(=O)N2CCC(CCC(=O)NC3CC3)(C(=O)Nc3ccc(F)cc3)CC2)ccc1O
50,5625,0.406638,NS(=O)(=O)c1c(CCNC(=O)OC2CCCCC2)n[nH]c1-c1ccccc1
51,1701,0.405190,CSC[C@@H](C)N1CCC(Oc2cccc(C(=O)Nc3ccc(C(C)=O)cc3)c2)CC1
52,5923,0.404888,Cc1nn(-c2ccc(F)cc2)c(C)c1NC(=O)COC(=O)CCC(=O)O
53,709,0.404714,CCCCn1c(CN(C(=O)C(C)C)C2CC2)nc2ccccc21
54,6257,0.402980,O=C(NCCOc1cccc2ccccc12)C1CCCCC1
55,2365,0.402200,COc1ccc(NC(=O)N2CCC(C(=O)c3cccc(OC(C)=O)c3)CC2)cc1OC
56,6569,0.401610,Nn1c(SCC(=O)NCCc2ccccc2)nnc1C1CCCCC1
57,239,0.401269,CCOC(=O)Nc1ccc(C(=O)N2CCCc3ccccc32)s1
58,1920,0.400892,CCC[C@@H](C)[C@@H](CC)C(=O)Nc1nc(-c2cccs2)cs1
59,1943,0.400892,CCOC(=O)CSc1nc2ccccc2n1C(=O)OCC
60,3326,0.400892,O=C(Cn1nnc2ccccc21)NC1CCCCCC1
61,2930,0.400381,CCOc1ccc([C@H]2SCC(=O)Nc3c2c(=O)[nH]n3C2CCCCCC2)cc1
62,2790,0.400320,O=CNCC(=O)N(CCN1CCOCC1)[C@H](C(=O)NC1CCCC1)c1cc2cc3c(cc2nc1Cl)OCO3
63,1776,0.400000,Cc1nn(Cc2ccccc2Cl)c(C)c1C(=O)OCC(=O)NCCC(=O)O
64,6934,0.400000,NS(=O)(=O)c1cccc(NC(=O)CSc2nnnn2C2CCCCC2)c1
65,8535,0.399580,Cc1nc2[s+]ccn2c([O-])c1S(=O)(=O)N[C@@H](C)[C@H]1C[C@@H]2CC[C@H]1C2
66,7901,0.399275,O=C(NN[C@@H]1CC(=O)N(c2ccccc2)C1=O)C(=O)Nc1nnc(C2CCCCC2)s1
67,492,0.398410,CCOc1cc([C@@H](CC(=O)O)NC(=O)c2ccccc2)ccc1OC(C)C
68,744,0.398410,CCOc1ccc(N[C@H]2CCCC[C@H]2NS(=O)(=O)c2ccccc2)cc1
69,3679,0.398410,Nn1c(COc2ccc(F)cc2)nnc1SCC(=O)NC1CCCCC1
70,6145,0.398410,N[C@@H](C(=O)N/N=C/c1cccc2nccnc12)C(=O)NC1CCCCC1
71,868,0.397911,CCOC(=O)c1cncc(NC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)c1
72,2009,0.397911,CCOC(=O)Cn1nc(C)c(NC(=O)c2cccc([N+](=O)[O-])c2)c1C
73,1462,0.397836,O=C(CN(Cc1ccc(F)cc1)C(=O)[C@H]1COc2ccccc2O1)NC1CCCCC1
74,9419,0.397836,N#CN(CCCCC(=O)O)c1nc(COc2ccccc2)nc(NC2CCCCC2)n1
75,11,0.396264,CCOC(=O)[C@H]1CCCN(c2nc(-c3ccc(OC)cc3)cs2)C1
76,6210,0.395874,NS(=O)(=O)c1ccccc1N(CC(=O)Nc1cccc(F)c1)C(=O)C1CCCCC1
77,1050,0.395285,CC(C)c1nc(SCC(=O)NC[C@H]2CCCO2)c2c(=O)n(C)c(=O)n(C)c2n1
78,9641,0.394405,NS(=O)(=O)c1ccc(CCNC(=O)[C@@H]2CCCN2C(=O)OCc2ccccc2)cc1
79,2526,0.393750,O=C1Nc2ccc(S(=O)(=O)NCCCOC3CCCCC3)c3cccc1c23
80,5604,0.393750,Nn1c(CSCc2ccc(Cl)cc2)nnc1SCC(=O)NC1CCCCC1
81,5887,0.393750,O=C(NN[C@H]1CC(=O)N(C2CCCCC2)C1=O)c1ccc2ccccc2n1
82,1497,0.393029,O=C(O)c1ccc(NC(=O)c2ccccc2C(=O)N2CCCC2)cc1
83,1653,0.393029,CC[C@@H](CCC(=O)Nc1cc(C)n(-c2ccc([N+](=O)[O-])cc2)n1)C(=O)O
84,2537,0.393029,Cc1ccc(NC(=O)c2nc[nH]c2C(=O)N[C@@H](C)C(=O)OC(C)C)cc1
85,5121,0.392953,O=C(NNC(=O)c1nn(C2CCCCC2)ccc1=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
86,3176,0.392232,COc1ccc(OC)c([C@H](C(=O)NC2CCCC2)N(C(=O)C2=C(N)/C(=C(/N)[O-])N=[S+]2)c2ccccc2OC)c1
87,3811,0.392232,Nn1c(SCC(=O)NC2CCCCC2)nnc1-c1ccco1
88,9135,0.392232,NNC(=O)COc1nc(C2CCCCC2)nc2ccccc12
89,2339,0.391441,O=C(CCNS(=O)(=O)c1ccc(-c2cccs2)cc1)NC1CCCC1
90,553,0.390868,CC(C)[C@@H](C(=O)NC[C@H]1CCCO1)N(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccc(F)cc1
91,4394,0.390732,O=C(COC(=O)[C@H]1CC=CCC1)NCCNC(=O)c1sc2ccccc2c1Cl
92,7469,0.390732,COc1ccc(C(=O)NCCn2cccn2)cc1OC1CCN(C(C)=O)CC1
93,1432,0.390567,O=C(CSc1nnnn1C1CCCCC1)Nc1ccccn1
94,447,0.389872,O=C(c1cc2ccccc2o1)N1CCN(C(=O)C2CCCCC2)CC1
95,1745,0.389872,O=C(OCCN1CCCCC1)c1cccc(NC(=O)c2ccco2)c1
96,286,0.389597,CC[C@H]1CCCCN1C(=O)Cn1cnc2ccccc21
97,6286,0.389249,N#Cc1ccsc1NC(=O)CNc1ccccc1NC(=O)NC1CCCCC1
98,2857,0.388993,COc1ccc([C@H](C(=O)NC2CCCC2)N(C(=O)C2=C(N)/C(=C(/N)[O-])N=[S+]2)c2ccccc2OC)cc1
99,226,0.388922,CCOC(=O)c1c(C)[nH]c(C(=O)Nc2ncccc2OCC)c1C
100,1259,0.388922,CCOC(=O)c1c(NC(=O)C/[S+]=c2/ccccn2[O-])sc(C)c1C
