rank,oracle_call,score,smiles
1,1522,0.818000,N/C([O-])=C1\C=C[S+]=C1NC(=O)COC(=O)c1cc(-c2ccc3c(c2)OCCO3)nc2ccccc12
2,10324,0.812890,NS(=O)(=O)c1cccc(NC(=O)C(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)c1
3,5004,0.809833,O=C(NCCO)C(=O)NC[C@H](c1cccnc1)N1CCN(c2ccccc2)CC1
4,10267,0.807955,NC(=O)c1ccccc1NC(=O)CSc1nc2ccccc2c(=O)n1N
5,6690,0.807753,COc1ccc(OC)c(NC(=O)Cn2c(=O)[nH]c3ccccc3c2=O)c1
6,6666,0.806303,NC(=O)Cn1c(=O)n(CCCC(=O)NCc2cccnc2)c(=O)c2ccccc21
7,9874,0.802288,NS(=O)(=O)c1cccc(NC(=O)COc2ncnc3ccccc23)c1
8,917,0.802121,COCCn1c(N)c(NCc2ccco2)c(=O)n(CC(=O)NCCc2ccc(OC)c(OC)c2)c1=O
9,1382,0.801211,Cn1c(=O)oc2cc(S(=O)(=O)NCCC(=O)N3CCN(c4ccccc4)CC3)ccc21
10,2748,0.799769,COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(C)CC3)c3ccccc3c2=O)cc1
11,6623,0.798737,CNN(CCC(=O)Nc1ccccc1C)C(=O)Cn1c(=O)n(C)c(=O)c2sccc21
12,7485,0.797944,Nn1c(SCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)nnc1-c1cccnc1
13,8811,0.797724,Nc1ccccc1NC(=O)CSc1nc2ccccc2c(=O)n1N
14,7971,0.797455,Nn1c(SCC(=O)Nc2cccc(S(N)(=O)=O)c2)nnc1-c1ccccn1
15,8042,0.797455,NS(=O)(=O)c1cccc(NC(=O)Cn2c(NCCO)nc3ccccc32)c1
16,5971,0.796896,C[c+]1[n-]n(-[c+]2[n-][c+](-[c+]3[cH-][cH+][cH-][cH+][cH-]3)[cH-][c+]([O-])[nH]2)[c+](N2[CH+][CH-][C-](C)[CH+][CH-]2)[c-]1[C+]([O-])NCCN(C)C
17,7204,0.795884,Nn1c(SCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCOCC2)nnc1-c1cccnc1
18,3683,0.795173,CCc1nc(SCC(=O)Nc2ccccc2C(=O)OC)c2c(=O)n(C)c(=O)n(C)c2n1
19,10132,0.794925,N[S+2]([O-])([O-])[c-]1[cH+][cH-][c+]([CH-]N[c+]2[n-][c+]3[n-]o[n-][c+]3[n-][c+]2N2CCN(CCO)CC2)[cH-][cH+]1
20,9108,0.794314,NS(=O)(=O)c1cccc(NC(=O)CS(=O)(=O)c2cn(CC(=O)N3CCCC3)c3ccccc23)c1
21,3500,0.793695,O=C(CN1CCN(S(=O)(=O)c2cccc3nsnc23)CC1)Nc1nccs1
22,7703,0.792642,NS(=O)(=O)c1ccc(NC(=O)COc2ncnc3ncccc23)cc1
23,9515,0.792293,NS(=O)(=O)c1ccc(NC(=O)Cn2cnc3c(oc4ccccc43)c2=O)cc1
24,9679,0.792112,NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)ccc3ccccc32)cc1
25,7024,0.791948,NS(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4ccccc4oc3=O)CC2)cc1
26,9111,0.791948,NS(=O)(=O)c1cccnc1N/C(=[C-]\C1=NC(=O)c2ccccc21)N1CCOCC1.[H+]
27,6249,0.791841,NS(=O)(=O)c1cnc(Nc2ccccc2)nc1OCCO
28,8630,0.791434,NS(=O)(=O)c1cccc(NC(=O)COC(=O)Cn2cnc3ccccc32)c1
29,8875,0.791434,NS(=O)(=O)c1ccc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)nc1
30,2353,0.791355,CO[c-]1[cH+][cH-][c+]([S+2]([O-])([O-])N[c-]2[n-][c+]3[cH+][cH-][cH+][cH-][c+]3n3[n-][n-][n-][c-]23)[cH-][c+]1C.[H+]
