rank,oracle_call,score,smiles
1,7426,0.826941,Nn1c(SCC(=O)NC[C@H](c2ccco2)N2CCOCC2)nc2ccccc2c1=O
2,813,0.826416,NS(=O)(=O)c1ccc2nc(NC(=O)CN3CCN(c4ccccn4)CC3)sc2c1
3,4679,0.824179,NS(=O)(=O)c1cccc(NC(=O)C/[S+]=c2\nc3ccccc3c([O-])n2CCCN2CCOCC2)c1
4,6776,0.822096,Nc1nc(N2CCN(Cc3ccccc3)CC2)nc(-c2ccccn2)c1S(N)(=O)=O
5,9483,0.820392,NS(=O)(=O)c1cccc(NC(=O)COc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)c1
6,10590,0.818341,NS(=O)(=O)c1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1
7,13960,0.818218,NS(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)CCCn2cnc3ccccc3c2=O)c1
8,4820,0.813455,Nn1c(SCC(=O)Nc2nc3ccccc3c(=O)[nH]2)nnc1-c1ccncc1
9,7542,0.812890,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3cccc4cccnc34)CC2)cc1
10,9950,0.812890,NS(=O)(=O)c1ccc(NC(=O)C(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1
11,13361,0.812407,NS(=O)(=O)c1ccc(N2CCN(CC(=O)Nc3ccccc3)CC2)nc1
12,21780,0.812407,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1
13,20923,0.810875,NS(=O)(=O)c1cnc(Nc2ccccc2)nc1NCCN1CCOCC1
14,17697,0.808663,NS(=O)(=O)c1ccc(OC[C@H](O)CN2CCN(CCc3cn(CCO)c4ccccc34)CC2)cc1
15,7201,0.807496,Nn1c(SCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2F)nc2ccccc2c1=O
16,14836,0.806634,NS(=O)(=O)c1ccc(NC(=O)C/[S+]=c2\nc3ccccc3c([O-])n2C[C@@H]2CCCO2)cc1
17,20590,0.806501,Cn1cccc1C(=O)NC(=O)CSc1nc2ccccc2c(=O)n1N
