rank,oracle_call,score,smiles
1,4796,0.815247,COCCNc1cnc(/[S+]=c2/nc3ccccc3c([O-])n2[C@@H](C)C(N)=O)o1
2,14353,0.813349,Nn1c(SCC(=O)Nc2ccccn2)nc2ccccc2c1=O
3,3063,0.810267,COc1ccc(CCNC(=O)C/[S+]=c2\nc3ncccc3c([O-])n2CCCO)cc1OC
4,12204,0.809429,Nn1c(COc2ccc(S(=O)(=O)Nc3ncccn3)cc2)nc2ccccc2c1=O
5,7170,0.808767,CCN(C(=O)CN1CCN(c2ccccc2O)CC1)c1c(N)n(Cc2ccco2)c(=O)[nH]c1=O
6,12254,0.807496,Nn1c(SCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2F)nc2ccccc2c1=O
7,5936,0.804183,CN(CC(=O)N1CC(=O)Nc2ccc([N+](=O)[O-])cc21)Cc1nc2ccccc2c(=O)[nH]1
8,7586,0.803428,CO[c-]1[cH+][c-]2[cH+][cH-][cH+][cH-][c+]2[cH-][c+]1-[c-]1[n-]n2[cH+][c+]([C+](N)[O-])[cH-][c+]([C+](N)[O-])[c-]2o1
9,12660,0.801914,Nc1nc2ccccc2nc1OCC(=O)Nc1ccc(S(N)(=O)=O)cc1
10,13577,0.800414,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)nc1
11,6061,0.800088,COc1ccc(CN(C)CC(=O)c2c(N)n(Cc3ccccc3)c(=O)n(C)c2=O)c(OC)c1
12,9037,0.799893,COc1ccc(-n2c(=O)[nH]c3cc(C(=O)NCCCN4CCOCC4)ccc3c2=O)c(OC)c1
13,12067,0.797944,Nn1c(SCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)nnc1-c1ccncc1
14,12920,0.797318,NS(=O)(=O)c1ccc(O)c(NC(=O)Cn2c(=O)ccc3ccccc32)c1
15,6607,0.796243,CCc1nc(SCC(=O)Nc2cc(OC)ccc2OC)c2c(=O)n(C)c(=O)n(C)c2n1
16,4514,0.795941,COc1ccccc1N1C(=O)Nc2ccccc2[C@]1(O)C(=O)NCCN1CCOCC1
17,13316,0.795827,NS(=O)(=O)c1cccc(NC(=O)COc2nc3ccccc3c(=O)[nH]2)c1
18,12446,0.794715,Nn1c(SCC(=O)Nc2cccc3ccccc23)nncc1=O
19,1475,0.794493,COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(c4ccccn4)CC3)c(C)c(C#N)c2=O)cc1OC
20,754,0.793983,COc1ccc(/C=N/n2c(C)nc3ccccc3c2=O)cc1OCC(N)=O
21,14564,0.791424,Nn1c(SCC(=O)Nc2nc(-c3ccccc3)cs2)nncc1=O
22,11816,0.790708,CCOc1cccc(-n2c([O-])c3ccccc3n/c2=[S+]\CC(=O)Nc2c(C(=O)NN)nnn2Cc2cccnc2)c1
23,6632,0.790569,[CH2-]CCn1[c+]2[c+]([O-])n(C)[c+]([O-])n(C)[c+]2[n-][c-]1[CH+][CH-]C(CN(C)C)[C+]([O-])[c+]1[cH-][cH+][cH-][cH+][cH-]1
24,7982,0.789261,COc1ccc([S@]2(=O)=[NH+]C3=C(NC=C[CH-]3)OO2)cc1NC(=O)COc1ccc(F)cc1
25,12993,0.788894,Cn1c(=O)c2cc(S(=O)(=O)NCCC(=O)Nc3ccc(F)cc3)ccc2n(C)c1=O
26,11691,0.788778,C[CH-]N1[C+]([C+]([O-])N[c+]2[n-][n-][c+](SC[C-]([O-])N[c-]3[cH+][cH-][cH+][c-]([S+2](N)([O-])[O-])[cH+]3)s2)[CH+][CH-][C+]1n1[cH+][cH-][cH+][cH-]1
