rank,oracle_call,score,smiles
1,18958,0.515877,CCOC(=O)N[C@@H](Nc1c(-c2ccccc2)nnn1C1CCCCC1)C(=O)OCC
2,18459,0.512148,COc1ccc2c(c1)cc(C(=O)N[C@H](CCSC)C(=O)N1CCC[C@H]1C(=O)O)n2C
3,23834,0.500000,CCOC(=O)c1cc2sccc2n1CC(=O)NC1CCCCCC1
4,35300,0.500000,CCOC(=O)c1c(O)c(-c2ccccn2)n(CC(=O)NC2CCCCC2)c1C
5,5295,0.489560,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CN(C)C1CCCCC1
6,53112,0.485071,Cc1sc2ncn(CC(=O)OCC(=O)NCC3CCCCC3)c(=O)c2c1C
7,40188,0.482073,Cc1nn(C)c(OC(=O)C2CCCCC2)c1CCNC(=O)CCC(=O)N[C@H](Cc1cccnc1)C(=O)O
8,11412,0.481664,CCOC(=O)c1c(C)n(CC(=O)NC2CCCCC2)c2ccc(OC(F)(F)F)cc12
9,34172,0.481664,CCOC(=O)/C=c1\s/c(=C\c2cccnc2)c(=O)n1CC(=O)NC1CCCCC1
10,36049,0.478345,CCCOc1ccc2[nH]c(C(=O)OCC(=O)NC3CCCC3)c(C)c2c1
11,37985,0.475191,CCCC(=O)Nc1nc2n(n1)[C@H](C1CCCCC1)C[C@@H](c1ccc(F)cc1)N2
12,26561,0.474936,CCOC(CN(C(=O)c1cccs1)[C@H](C(=O)NC1CCCCC1)c1ccccc1)OCC
13,21076,0.474137,O=C(O)C[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1)C(=O)O
14,10370,0.472377,CCOC(=O)Cn1nc(NC(=O)c2ccc(F)cc2)nc1NC1CCCC1
15,13453,0.472377,O=C(COc1ccc2ccccc2c1)NNC(=O)[C@@H]1CCCC[C@@H]1C(=O)O
16,7788,0.471405,CCOc1c2ccc(C(=O)NNC(=O)NC3CCCCC3)cc2nn1CCOC
17,12652,0.470504,CCOc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CNC(=O)c2ccco2)cc1
18,22367,0.470438,CCCc1nc(SCC(=O)NC2CCCCC2)c2c(=O)n(C)c(=O)n(C)c2n1
19,46686,0.470438,CCOC(=O)N1CCC(NC(=O)c2cn(CC)c3nc(C)ccc3c2=O)CC1
20,4889,0.469545,CCN(CC)C(=O)Cn1cc(S(=O)(=O)CC(=O)NC2CCCCC2)c2ccccc21
21,37531,0.469545,CCCC(=O)Nc1c(C(=O)OCC)oc2ccc(S(=O)(=O)N3CCCCCC3)cc12
22,46414,0.469237,C[C@H](OC(=O)c1cc2sccc2n1C)C(=O)NC1CCCC1
23,39641,0.468521,C[C@H](OC(=O)c1oc2ccccc2c1CSC1CCCCC1)C(=O)NC(N)=O
24,52108,0.468521,Cc1cccc(OC(=O)c2cccc(NC(=O)[C@@H]3CCCC[C@H]3C(=O)O)c2)c1
25,15879,0.465891,CCOC(=O)C1(CC2CCCCC2)CCN(C(=O)c2oc3ccccc3c2C)CC1
26,19770,0.465891,CCOC(=O)N1CCC(NC(=O)[C@H](NS(=O)(=O)c2cccc3nonc23)C(C)C)CC1
27,30762,0.465891,CCOC(=O)C/[S+]=c1\nc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2c([O-])n1CC
28,35554,0.465891,CC(C)c1ccc(S(=O)(=O)Cc2ccc(NC(=O)[C@@H]3CCCC[C@H]3C(=O)O)cc2)cc1
29,22487,0.465600,CCOC(=O)N1CCC(NC(=O)c2cn(C)c3ccc(S(=O)(=O)N(C)C4CCCCC4)cc3c2=O)CC1
30,41437,0.465207,CCOc1ccc([C@@H](CC(=O)NCC2CCCCC2)NC(=O)c2cccs2)cc1OCC
31,18673,0.462910,CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)O)c1nccc2cc(OC)c(OC)cc12
32,2044,0.462321,CC(C)[C@H](OC(=O)c1ccccc1NC(=O)c1cccnc1)C(=O)NC1CCCCC1
33,11537,0.461644,CCN(CC)C(=O)Cn1cc(SCC(=O)NC2CCCC2)c2ccccc21
34,4992,0.461084,CC[C@H](C(=O)NC1CCCC1)N(C(=O)CCn1cccn1)c1ccc(OC)cc1
35,32301,0.461084,CC[C@H](C(=O)NC1CCCCC1)n1c([C@@H](C)NC(=O)C(F)(F)F)nc2ccccc21
